"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","总市值","流通市值","总股本","流通股本","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业"
"3887","MDB","MongoDB","418.160","+0.820","0.20%","-0.12%","69.39%","16.47%","0.000","0.000","0","0","33.11万","1.39亿","0.000%","421.540","417.340","425.000","413.550","0.61","0.19","2.74","亏损","亏损","1155.138","0.61","0.00%","421.000","418.160","0.88%","0.00%","17.71万","1249.04万","1.26","1.27","+3.660","0.000","252.01亿","228.42亿","6026.63万","5462.58万","5.50%","12.71%","11.27%","90.25%","144.07%","软件基础设施"
"3888","FIVA","Fidelity International Value Factor ETF","22.930","+0.045","0.20%","0.00%","12.91%","4.94%","0.000","0.000","0","0","1353","3.10万","0.000%","22.957","22.885","22.960","22.920","0.15","0.00","0.18","-","-","-","0.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2063.70万","2063.70万","90万","90万","2.30%","2.28%","0.79%","18.83%","4.29%","-"
"3889","SDGA","Impact Shares Sustainable Development Goals Global ETF","26.058","+0.051","0.20%","0.00%","10.74%","2.46%","0.000","0.000","0","0","156","4055","0.000%","25.990","26.007","26.058","25.990","0.08","0.26","0.26","-","-","-","0.10","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","521.14万","521.15万","20万","20万","1.19%","1.84%","0.16%","18.41%","16.57%","-"
"3890","EIC","Eagle Point Income Company Inc","15.330","+0.030","0.20%","0.00%","16.29%","7.52%","0.000","0.000","0","0","4587","7.06万","0.000%","15.400","15.300","15.400","15.330","0.08","0.00","0.46","-","-","-","1.10","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","9361.20万","9361.20万","610.65万","610.65万","1.12%","3.99%","1.12%","24.33%","-11.39%","资产管理"
"3891","SSUS","DAY HAGAN NED DAVIS RESEARCH SMART SECTOR ETF","30.550","+0.060","0.20%","0.00%","9.91%","4.48%","0.000","0.000","0","0","2.18万","66.47万","0.000%","30.572","30.490","30.586","30.430","0.45","-0.15","0.51","-","-","-","0.93","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.50亿","1.50亿","490万","490万","1.36%","3.42%","3.27%","16.71%","21.19%","-"
"3892","PFN","PIMCO Income Strategy Fund II","10.260","+0.020","0.20%","0.34%","11.53%","4.97%","0.000","0.000","0","0","17.33万","177.00万","9.360%","10.270","10.240","10.270","10.150","0.29","0.10","1.17","亏损","亏损","1.233","0.66","0.00%","0.000","10.260","0.00%","0.20%","0","1282","0.00","0.00","0.000","+0.020","6.12亿","6.12亿","5968.4万","5968.4万","1.88%","3.72%","3.09%","18.48%","5.35%","资产管理"
"3893","BHR-D","BRAEMAR HTLS & RES","20.500","+0.040","0.20%","0.00%","18.29%","9.04%","0.000","0.000","0","0","4298","8.87万","0.000%","20.600","20.460","20.970","20.356","0.00","0.00","3.00","-","-","-","0.66","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","4.27%","7.89%","6.77%","36.76%","-26.10%","-"
"3894","ALEC","Alector","20.540","+0.040","0.20%","-0.29%","59.60%","35.76%","0.000","0.000","0","0","49.70万","1019.42万","0.000%","20.560","20.500","20.870","20.160","1.13","0.15","3.46","亏损","亏损","5.247","0.87","0.00%","20.470","20.540","-0.15%","0.00%","5716","112.85万","0.15","0.00","-0.030","0.000","16.28亿","9.05亿","7924.27万","4406.06万","0.79%","22.48%","34.34%","58.12%","-31.53%","生物技术"
"3895","RDOG","ALPS REIT DIVIDEND DOGS ETF","42.982","+0.084","0.20%","0.00%","11.29%","5.01%","0.000","0.000","0","0","133","5699","0.000%","43.030","42.898","42.982","42.982","0.02","0.20","0.00","-","-","-","0.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3008.67万","3008.72万","70万","70万","2.29%","2.10%","5.55%","20.52%","-9.18%","-"
"3896","CTAQ","CARNEY TECHNOLOGY ACQ CORP II","10.260","+0.020","0.20%","0.10%","0.00%","-31.60%","0.000","0.000","0","0","7.69万","78.66万","0.000%","10.250","10.240","10.280","10.170","0.22","0.00","1.07","-","-","-","0.56","0.00%","0.000","10.200","0.00%","-0.58%","0","81","0.00","0.00","0.000","-0.060","5.25亿","3.59亿","5121.25万","3500万","-1.63%","0.00%","0.00%","0.00%","0.00%","空壳公司"
"3897","QDYN","FlexShares Quality Dividend Dynamic Index Fund","54.212","+0.105","0.19%","0.00%","12.52%","6.30%","0.000","0.000","0","0","305","1.65万","0.000%","53.880","54.107","54.212","53.880","0.10","0.62","0.61","-","-","-","0.61","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1626.33万","1626.35万","30万","30万","1.59%","3.16%","2.59%","19.34%","15.24%","-"
"3898","CHFW","CONSONANCE-HFW ACQUISITION CORP.","10.320","+0.020","0.19%","0.00%","0.00%","3.20%","0.000","0.000","0","0","4.14万","42.72万","0.000%","10.430","10.300","10.430","10.250","0.00","0.39","1.75","-","-","-","1.00","0.00%","0.000","10.420","0.00%","0.97%","0","521","0.00","0.00","0.000","+0.100","0","0","0","0","-0.58%","1.08%","0.68%","0.00%","0.00%","-"
"3899","DLB","杜比","93.350","+0.180","0.19%","-0.03%","7.58%","-3.66%","0.000","0.000","0","0","44.77万","4187.46万","0.940%","93.760","93.170","94.130","92.930","0.71","-0.12","1.29","30.308","41.488","3.673","0.72","0.00%","0.000","93.350","0.00%","0.00%","0","35.55万","0.00","0.00","0.000","0.000","94.22亿","59.10亿","1.01亿","6330.54万","1.85%","4.91%","-1.62%","36.24%","30.65%","信息技术处"
"3900","BDX","BD","253.390","+0.490","0.19%","0.23%","4.72%","1.27%","0.000","0.000","0","0","123.08万","3.10亿","1.260%","254.260","252.900","254.260","250.718","0.43","0.19","1.40","48.822","93.501","2.985","0.81","0.00%","252.900","254.000","0.00%","0.24%","3287","1173.69万","0.00","0.59","0.000","+0.610","736.25亿","729.76亿","2.91亿","2.88亿","-0.59%","-1.10%","-3.66%","-1.47%","-1.33%","医疗器械及用品"
"3901","ITUB","Itaú巴西联合银行","5.170","+0.010","0.19%","0.58%","-0.23%","-14.87%","0.000","0.000","0","0","2119.61万","1.10亿","5.360%","5.230","5.160","5.250","5.100","0.40","0.39","2.91","11.438","8.447","1.930","0.58","0.00%","5.240","5.210","1.55%","0.77%","22.83万","46.01万","2.52","0.77","+0.080","+0.040","503.70亿","271.06亿","97.43亿","52.43亿","-1.15%","-4.38%","-13.05%","20.85%","-32.26%","银行-区域"
"3902","MHNC","Maiden Holdings North America Ltd.","22.950","+0.044","0.19%","-0.22%","6.58%","8.20%","0.000","0.000","0","0","2.77万","63.52万","0.000%","23.230","22.906","23.230","22.640","0.00","0.09","2.58","-","-","-","1.38","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","2.07%","3.79%","3.88%","8.75%","8.25%","-"
"3903","GWRS","Global Water Resources","17.800","+0.034","0.19%","0.00%","46.57%","23.88%","0.000","0.000","0","0","3.28万","58.57万","1.620%","17.930","17.766","18.010","17.550","0.30","-1.11","2.59","356.000","178.000","11.890","0.82","0.00%","18.030","17.800","1.49%","0.00%","90","4094","0.00","0.00","+0.264","0.000","4.02亿","1.93亿","2258.67万","1082.52万","8.03%","12.96%","7.80%","55.94%","30.34%","公用事业-受管制的水"
"3904","STSB","ISHARES FACTORS US SMALL BLEND STYLE ETF","47.463","+0.092","0.19%","0.00%","33.10%","17.20%","0.000","0.000","0","0","624","2.95万","0.000%","47.150","47.371","47.510","47.150","0.31","0.01","0.76","-","-","-","0.05","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","949.26万","949.26万","20万","20万","4.30%","9.11%","9.89%","45.86%","0.00%","-"
"3905","DYHG","DIREXION DYNAMIC HEDGE ETF","53.605","+0.103","0.19%","0.00%","5.97%","2.41%","0.000","0.000","0","0","2","107","0.000%","52.480","53.502","53.605","53.605","0.00","0.19","0.00","-","-","-","0.07","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","536.05万","536.05万","10万","10万","1.21%","3.01%","2.16%","8.02%","0.00%","-"
"3906","OTRA","OTR ACQUISITION CORP","10.360","+0.020","0.19%","0.29%","0.00%","0.58%","0.000","0.000","0","0","4445","4.60万","0.000%","10.330","10.340","10.370","10.330","0.04","-0.10","0.39","-","-","10360.000","0.70","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.37亿","1.04亿","1324.2万","1000万","-0.38%","0.29%","0.19%","0.00%","0.00%","空壳公司"
"3907","CAS","CASCADE ACQUISITION CORP.","10.370","+0.020","0.19%","0.19%","0.00%","3.08%","0.000","0.000","0","0","2.04万","21.13万","0.000%","10.350","10.350","10.400","10.350","1.57","0.19","0.48","亏损","亏损","10370.000","0.40","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.07亿","1348.53万","2000万","130.04万","0.48%","2.67%","0.00%","0.00%","0.00%","空壳公司"
"3908","DDMX","DD3 ACQUISITION CORP II","10.360","+0.020","0.19%","-3.18%","0.00%","-3.63%","0.000","0.000","0","0","4.99万","51.77万","0.000%","10.440","10.340","10.700","10.280","0.00","0.58","4.06","亏损","-","1.323","1.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","-4.95%","3.60%","0.00%","0.00%","0.00%","-"
"3909","RWJ","Oppenheimer S&P SmallCap 600 Revenue ETF","98.920","+0.190","0.19%","0.25%","38.99%","21.97%","0.000","0.000","0","0","2.76万","272.42万","0.000%","99.730","98.730","99.959","97.255","0.79","0.01","2.74","-","-","-","0.84","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3.46亿","3.46亿","350万","350万","4.14%","0.93%","10.64%","57.96%","56.19%","-"
"3910","SPXV","ProShares S&P 500 Ex-Health Care ETF","82.251","+0.158","0.19%","0.00%","10.33%","4.59%","0.000","0.000","0","0","3","247","0.000%","82.100","82.092","82.251","82.251","0.00","0.19","0.00","-","-","-","0.01","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","1.30%","3.74%","3.27%","17.31%","18.17%","-"
"3911","BSMR","INVESCO EXCHANGE TRADED SELF IDX FT BULLETSHARES 2027 MUN BD ETF","26.030","+0.050","0.19%","0.00%","2.90%","1.02%","0.000","0.000","0","0","1.03万","26.92万","0.000%","26.014","25.980","26.035","26.014","1.48","0.00","0.08","-","-","-","3.48","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1822.10万","1822.10万","70万","70万","0.58%","0.58%","1.04%","2.56%","3.77%","-"
"3912","INFL","HORIZON KINETICS INFLATION BENEFICIARIES ETF","26.000","+0.050","0.19%","0.00%","0.00%","3.34%","0.000","0.000","0","0","3.19万","82.98万","0.000%","26.240","25.950","26.240","25.820","0.00","-0.02","1.62","-","-","-","0.28","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","0","0","2.89%","5.48%","3.88%","0.00%","0.00%","-"
"3913","IYG","iShares安硕美国金融服务ETF","158.122","+0.302","0.19%","0.16%","16.75%","5.38%","0.000","0.000","0","0","2.58万","407.74万","0.000%","158.710","157.820","159.140","156.830","0.31","0.12","1.46","-","-","-","0.59","0.00%","157.820","0.000","0.00%","0.00%","315","0","0.00","0.00","0.000","0.000","13.12亿","13.12亿","830万","830万","1.08%","6.36%","-0.38%","28.13%","3.59%","-"
"3914","IWL","iShares Russell Top 200 ETF","94.160","+0.180","0.19%","0.04%","10.02%","4.29%","0.000","0.000","0","0","30.81万","2897.32万","0.000%","94.340","93.980","94.400","93.710","3.28","0.01","0.73","-","-","-","8.89","0.00%","93.980","0.000","0.00%","0.00%","93","0","0.00","0.00","0.000","0.000","8.85亿","8.85亿","940万","940万","1.03%","3.30%","3.08%","15.94%","20.57%","-"
"3915","VNRX","VolitionRX Ltd.","5.220","+0.010","0.19%","-0.38%","50.87%","34.19%","0.000","0.000","0","0","67.11万","347.93万","0.000%","5.250","5.210","5.320","5.020","2.22","-0.19","5.76","亏损","亏损","13.248","0.62","0.00%","5.400","5.290","3.65%","1.34%","5.99万","1019","4.41","4.98","+0.190","+0.070","2.52亿","1.58亿","4819.77万","3024.19万","-3.87%","10.83%","28.57%","47.46%","6.97%","诊断与研究"
"3916","BSMP","INVESCO EXCHANGE TRADED SELF IDX FT BULLETSHARES 2025 MUN BD ETF","26.120","+0.050","0.19%","0.00%","1.12%","0.66%","0.000","0.000","0","0","7.10万","185.28万","0.000%","26.120","26.070","26.120","26.097","7.89","0.06","0.09","-","-","-","14.83","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2350.80万","2350.80万","90万","90万","0.37%","0.38%","0.71%","1.72%","3.98%","-"
"3917","EAD","Wells Fargo Income Opportunities Fund","8.310","+0.016","0.19%","0.00%","11.77%","3.24%","0.000","0.000","0","0","13.55万","112.60万","8.400%","8.280","8.294","8.330","8.275","0.20","-0.12","0.66","51.937","亏损","0.992","0.83","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.60亿","5.60亿","6735.71万","6735.71万","1.54%","2.28%","3.29%","15.64%","8.12%","资产管理"
"3918","KSCD","KRANESHARES TR SMALL CAP QUALITY DIVIDEND INDEX ETF","27.681","+0.053","0.19%","0.00%","13.35%","8.42%","0.000","0.000","0","0","842","2.33万","0.000%","27.770","27.628","27.770","27.681","0.07","-0.32","0.32","-","-","-","0.15","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3598.40万","3598.49万","130万","130万","2.71%","5.49%","3.44%","22.12%","5.71%","-"
"3919","XLV","健康照护类股ETF-SPDR","116.410","+0.220","0.19%","0.05%","4.25%","2.62%","0.000","0.000","0","0","468.40万","5.45亿","0.000%","116.600","116.190","116.700","115.860","2.15","-0.03","0.72","-","-","-","0.75","0.00%","116.480","116.410","0.25%","0.00%","2.99万","76.34万","0.36","0.03","+0.290","0.000","253.19亿","253.19亿","2.17亿","2.17亿","0.82%","0.34%","-0.49%","9.98%","13.95%","-"
"3920","MCRO","IQ Hedge Macro Tracker ETF","29.195","+0.055","0.19%","0.00%","6.46%","3.29%","0.000","0.000","0","0","933","2.72万","0.000%","29.190","29.140","29.195","29.190","0.47","0.02","0.02","-","-","-","1.74","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","583.90万","583.90万","20万","20万","1.18%","1.96%","1.83%","8.74%","12.37%","-"
"3921","MRGR","ProShares Merger ETF","39.876","+0.076","0.19%","0.00%","3.18%","2.17%","0.000","0.000","0","0","3176","12.67万","0.000%","39.908","39.800","39.908","39.865","1.59","-0.06","0.11","-","-","-","0.02","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","797.50万","797.51万","20万","20万","0.54%","1.14%","1.20%","4.29%","2.97%","-"
"3922","LCR","LEUTHOLD CORE ETF","29.327","+0.055","0.19%","0.00%","7.49%","3.87%","0.000","0.000","0","0","74","2128","0.000%","29.260","29.272","29.327","29.327","0.02","0.19","0.00","-","-","-","0.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1466.35万","1466.35万","50万","50万","1.44%","2.33%","2.56%","10.38%","14.94%","-"
"3923","IFN","印度基金","21.240","+0.040","0.19%","-0.05%","22.48%","6.41%","0.000","0.000","0","0","6.59万","140.11万","10.080%","21.300","21.200","21.350","21.180","0.24","-0.05","0.80","亏损","19.486","1.194","0.77","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.82亿","5.82亿","2738.99万","2738.99万","2.26%","6.09%","2.46%","35.79%","17.82%","资产管理"
"3924","YCS","日元ETF-ProShares两倍做空","69.693","+0.131","0.19%","0.00%","0.01%","2.77%","0.000","0.000","0","0","1678","11.70万","0.000%","69.730","69.561","69.757","69.582","0.42","-0.05","0.25","-","-","-","0.31","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2787.68万","2787.71万","40万","40万","-1.84%","0.89%","1.55%","-2.49%","-10.96%","-"
"3925","ARCO","Arcos Dorados Holdings","5.310","+0.010","0.19%","-0.19%","13.70%","5.57%","0.000","0.000","0","0","59.20万","316.70万","1.490%","5.390","5.300","5.480","5.275","0.47","-0.19","3.87","亏损","13.615","7.089","0.69","0.00%","5.340","5.490","0.75%","3.39%","2162","2.73万","0.57","3.39","+0.040","+0.180","11.01亿","6.66亿","2.07亿","1.26亿","-0.38%","3.31%","5.15%","17.22%","-26.44%","饭馆"
"3926","ERM","EquityCompass Risk Manager ETF","22.442","+0.042","0.19%","0.00%","15.05%","7.22%","0.000","0.000","0","0","292","6551","0.000%","22.440","22.400","22.442","22.420","0.06","0.10","0.10","-","-","-","0.54","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1122.10万","1122.11万","50万","50万","2.71%","4.39%","2.78%","26.50%","2.48%","-"
"3927","TRTY","Cambria Trinity ETF","26.245","+0.049","0.19%","0.00%","13.96%","7.00%","0.000","0.000","0","0","347","9108","0.000%","26.260","26.196","26.260","26.245","0.02","-0.02","0.06","-","-","-","0.03","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3936.75万","3936.75万","150万","150万","2.76%","3.82%","4.67%","15.83%","8.40%","-"
"3928","ANIX","Anixa Biosciences","5.310","+0.010","0.19%","0.57%","144.70%","72.96%","0.000","0.000","0","0","15.73万","82.75万","0.000%","5.320","5.300","5.360","5.120","0.70","-0.21","4.53","亏损","亏损","15.803","0.34","0.00%","5.320","5.000","0.38%","-5.84%","127","25","0.19","0.00","+0.020","-0.310","1.38亿","1.19亿","2607.68万","2240.72万","17.22%","47.50%","37.21%","112.40%","53.91%","诊断与研究"
"3929","IGD","IGD基金","5.350","+0.010","0.19%","0.38%","8.63%","3.28%","0.000","0.000","0","0","38.07万","203.57万","8.970%","5.360","5.340","5.380","5.320","0.39","0.19","1.12","亏损","亏损","0.905","1.23","0.00%","0.000","5.370","0.00%","0.40%","0","338","0.00","0.00","0.000","+0.021","5.19亿","5.19亿","9707.74万","9707.74万","0.94%","0.21%","-0.17%","10.47%","-6.27%","资产管理"
"3930","NYCB","纽约社区银行集团","10.710","+0.020","0.19%","0.09%","25.57%","3.19%","0.000","0.000","0","0","371.62万","3987.55万","6.350%","10.780","10.690","10.820","10.590","0.83","-0.05","2.15","10.500","10.500","0.783","1.01","0.00%","10.850","10.710","1.50%","0.00%","1.68万","82.05万","0.00","0.00","+0.160","0.000","49.68亿","47.96亿","4.64亿","4.48亿","0.94%","1.65%","-0.67%","20.03%","2.82%","银行-区域"
"3931","LSXMK","Liberty SiriusXM Series C","42.810","+0.080","0.19%","-0.37%","3.13%","-1.61%","0.000","0.000","0","0","78.07万","3347.51万","0.000%","42.870","42.730","43.160","42.500","0.26","0.05","1.55","58.643","27.980","1.557","1.12","0.00%","0.000","42.810","0.00%","0.00%","0","9.70万","0.00","0.00","0.000","0.000","145.71亿","130.22亿","3.4亿","3.04亿","-2.35%","3.56%","4.62%","23.48%","-13.90%","广播"
"3932","APOG","远地点企业公司","37.670","+0.070","0.19%","0.13%","51.96%","19.58%","0.000","0.000","0","0","11.84万","445.70万","1.990%","37.860","37.600","38.690","36.640","0.46","-0.11","5.45","14.268","16.237","1.789","0.90","0.00%","37.600","37.670","0.00%","0.00%","188","10.16万","0.00","0.05","0.000","0.000","9.80亿","9.63亿","2600.77万","2555.9万","3.04%","6.03%","2.36%","76.83%","14.56%","建筑产品和设备"
"3933","SBGI","Sinclair Broadcast Group, Inc.","32.310","+0.060","0.19%","0.06%","38.19%","1.44%","0.000","0.000","0","0","35.17万","1131.49万","2.480%","32.350","32.250","32.590","31.590","0.95","-0.28","3.10","亏损","63.352","-","0.90","0.00%","32.250","32.310","0.00%","0.00%","64","13.26万","0.00","0.00","0.000","0.000","23.90亿","11.97亿","7398.06万","3703.41万","0.94%","-1.70%","0.37%","58.68%","12.25%","广播"
"3934","DTW","DTE Energy Company","25.890","+0.048","0.19%","0.00%","-2.31%","-3.60%","0.000","0.000","0","0","4.62万","119.52万","0.000%","25.980","25.842","25.990","25.840","0.03","0.00","0.58","-","-","-","0.45","0.00%","0.000","25.900","0.00%","0.04%","0","19.57万","0.00","0.00","0.000","+0.010","46.44亿","46.44亿","1.79亿","1.79亿","0.15%","0.23%","-0.08%","-1.01%","0.99%","-"
"3935","COM","Direxion Auspice Broad Commodity Strategy ETF","27.010","+0.050","0.19%","0.00%","13.85%","7.14%","0.000","0.000","0","0","3.57万","96.40万","0.000%","27.080","26.960","27.080","26.897","1.23","0.13","0.68","-","-","-","1.10","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","7832.90万","7832.90万","290万","290万","1.85%","4.77%","3.37%","18.80%","18.86%","-"
"3936","VICI","VICI Properties","27.040","+0.050","0.19%","0.39%","6.13%","6.04%","0.000","0.000","0","0","565.95万","1.53亿","4.520%","27.130","26.990","27.310","26.720","1.29","0.37","2.19","19.177","21.806","1.561","1.46","0.00%","26.860","27.000","-0.48%","-0.15%","2.88万","5276.95万","4.15","0.15","-0.130","-0.040","145.12亿","118.71亿","5.37亿","4.39亿","0.93%","4.60%","7.00%","20.17%","2.17%","-"
"3937","UL","联合利华(英国)","54.350","+0.100","0.18%","0.29%","-13.36%","-9.96%","0.000","0.000","0","0","384.00万","2.07亿","3.640%","53.960","54.250","54.360","53.784","0.15","0.00","1.06","21.288","21.288","7.752","0.87","0.00%","53.970","54.490","-0.52%","0.26%","1206.62万","44.30万","1.53","0.88","-0.280","+0.140","1425.06亿","1422.70亿","26.22亿","26.18亿","-2.69%","-8.01%","-8.15%","-8.76%","-7.05%","家庭及个人产品"
"3938","CALF","PACER US SMALL CAP CASH COWS 100 ETF","37.920","+0.070","0.18%","0.13%","35.15%","21.46%","0.000","0.000","0","0","6.32万","239.78万","0.000%","38.230","37.850","38.330","37.360","2.11","-0.05","2.56","-","-","-","1.34","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.14亿","1.14亿","300万","300万","5.16%","9.06%","9.94%","45.93%","47.68%","-"
